Time,Total Energy
12/11/2019 15:30:17,355.70
12/11/2019 15:33:33,355.70
12/11/2019 15:40:09,355.80
12/11/2019 15:43:27,355.80
12/11/2019 15:46:45,355.80
12/11/2019 15:50:01,355.80
12/11/2019 15:53:17,355.80
12/11/2019 15:56:34,355.80
12/11/2019 15:59:52,355.80
12/11/2019 16:03:08,355.80
12/11/2019 16:06:26,355.80
12/11/2019 16:09:43,355.80
12/11/2019 16:16:33,355.90
12/11/2019 16:20:05,355.90
12/11/2019 16:23:33,355.90
12/11/2019 16:26:57,355.90
12/11/2019 16:30:26,355.90
12/11/2019 16:33:57,355.90
12/11/2019 16:37:24,355.90
12/11/2019 16:40:52,355.90
12/11/2019 16:44:30,355.90
12/11/2019 16:47:58,355.90
12/11/2019 16:51:22,355.90
12/11/2019 16:54:49,355.90
12/11/2019 16:58:14,355.90
12/11/2019 17:01:48,355.90
12/11/2019 17:05:20,355.90
12/11/2019 17:08:46,355.90
12/11/2019 17:12:07,355.90
12/11/2019 17:15:31,355.90
12/11/2019 17:22:17,356.00
12/11/2019 17:25:38,356.00
12/11/2019 17:29:02,356.00
12/11/2019 17:32:23,356.00
12/11/2019 17:35:43,356.00
12/11/2019 17:39:12,356.00
12/11/2019 17:42:33,356.00
12/11/2019 17:45:53,356.00
12/11/2019 17:49:14,356.00
12/11/2019 17:52:36,356.00
12/11/2019 17:55:55,356.00
12/11/2019 17:59:13,356.00
12/11/2019 18:02:31,356.00
12/11/2019 18:05:47,356.00
12/11/2019 18:09:02,356.00
12/11/2019 18:12:24,356.00
12/11/2019 18:15:40,356.00
12/11/2019 18:18:56,356.00
12/11/2019 18:22:12,356.00
12/11/2019 18:25:27,356.00
12/11/2019 18:28:43,356.00
12/11/2019 18:31:57,356.00
12/11/2019 18:35:13,356.00
12/11/2019 18:38:28,356.00
12/11/2019 18:41:44,356.00
12/11/2019 18:44:59,356.00
12/11/2019 18:48:15,356.00
12/11/2019 18:51:30,356.00
12/11/2019 18:54:47,356.00
12/11/2019 18:58:03,356.00
12/11/2019 19:06:08,356.00
,
Time,Total Energy
12/11/2019 5:45:13,351.70
12/11/2019 5:48:28,351.70
12/11/2019 5:51:44,351.70
12/11/2019 5:54:58,351.70
12/11/2019 5:58:14,351.70
12/11/2019 6:01:30,351.70
12/11/2019 6:04:45,351.70
12/11/2019 6:08:01,351.70
12/11/2019 6:11:15,351.70
12/11/2019 6:14:31,351.70
12/11/2019 6:17:46,351.70
12/11/2019 6:21:36,351.70
12/11/2019 6:24:52,351.70
12/11/2019 6:28:08,351.70
12/11/2019 6:31:24,351.70
12/11/2019 6:34:39,351.70
12/11/2019 6:37:55,351.70
12/11/2019 6:41:16,351.70
12/11/2019 6:44:32,351.70
12/11/2019 6:47:48,351.70
12/11/2019 6:51:04,351.70
12/11/2019 6:54:20,351.70
12/11/2019 6:57:35,351.70
12/11/2019 7:00:52,351.70
12/11/2019 7:04:06,351.70
12/11/2019 7:07:23,351.70
12/11/2019 7:10:39,351.70
12/11/2019 7:13:58,351.70
12/11/2019 7:17:14,351.70
12/11/2019 7:20:29,351.70
12/11/2019 7:23:44,351.70
12/11/2019 7:26:59,351.70
12/11/2019 7:30:15,351.70
12/11/2019 7:33:32,351.70
12/11/2019 7:36:48,351.70
12/11/2019 7:40:03,351.70
12/11/2019 7:43:18,351.70
12/11/2019 7:46:34,351.70
12/11/2019 7:49:49,351.70
12/11/2019 7:53:05,351.70
12/11/2019 7:56:20,351.70
12/11/2019 7:59:35,351.70
12/11/2019 8:02:51,351.70
12/11/2019 8:09:23,351.80
12/11/2019 8:12:39,351.80
12/11/2019 8:15:54,351.80
12/11/2019 8:19:12,351.80
12/11/2019 8:22:29,351.80
12/11/2019 8:25:46,351.80
12/11/2019 8:29:02,351.80
12/11/2019 8:32:18,351.80
12/11/2019 8:35:35,351.80
12/11/2019 8:38:51,351.80
12/11/2019 8:42:06,351.80
12/11/2019 8:45:22,351.80
12/11/2019 8:48:39,351.80
12/11/2019 8:55:09,351.90
12/11/2019 8:58:24,351.90
12/11/2019 9:01:40,351.90
12/11/2019 9:04:55,351.90
12/11/2019 9:08:11,351.90
12/11/2019 9:11:27,351.90
12/11/2019 9:14:41,351.90
12/11/2019 9:17:57,351.90
12/11/2019 9:21:12,351.90
12/11/2019 9:24:29,351.90
12/11/2019 9:31:01,352.00
12/11/2019 9:34:15,352.00
12/11/2019 9:37:32,352.00
12/11/2019 9:40:49,352.00
12/11/2019 9:44:04,352.00
12/11/2019 9:47:22,352.00
12/11/2019 9:50:37,352.00
12/11/2019 9:53:54,352.00
12/11/2019 10:00:26,352.10
12/11/2019 10:03:42,352.10
12/11/2019 10:06:57,352.10
12/11/2019 10:10:18,352.10
12/11/2019 10:13:55,352.10
12/11/2019 10:17:21,352.10
12/11/2019 10:21:08,352.10
12/11/2019 10:24:27,352.10
12/11/2019 10:31:09,352.20
12/11/2019 10:34:26,352.20
12/11/2019 10:37:42,352.20
12/11/2019 10:40:57,352.20
12/11/2019 10:44:14,352.20
12/11/2019 10:47:31,352.20
12/11/2019 10:54:04,352.30
12/11/2019 10:57:20,352.30
12/11/2019 11:00:36,352.30
12/11/2019 11:03:53,352.30
12/11/2019 11:07:10,352.30
12/11/2019 11:10:25,352.30
12/11/2019 11:13:41,352.30
12/11/2019 11:20:13,352.40
12/11/2019 11:23:32,352.40
12/11/2019 11:26:48,352.40
12/11/2019 11:30:03,352.40
12/11/2019 11:33:21,352.40
12/11/2019 11:36:37,352.40
12/11/2019 11:39:54,352.40
12/11/2019 11:46:26,352.50
12/11/2019 11:49:45,352.50
12/11/2019 11:53:01,352.50
12/11/2019 11:56:16,352.50
12/11/2019 11:59:32,352.50
12/11/2019 12:06:46,352.60
12/11/2019 12:10:02,352.60
12/11/2019 12:13:17,352.60
12/11/2019 12:16:34,352.60
12/11/2019 12:19:53,352.60
12/11/2019 12:23:08,352.60
12/11/2019 12:29:40,352.70
12/11/2019 12:32:56,352.70
12/11/2019 12:36:11,352.70
12/11/2019 12:39:29,352.70
12/11/2019 12:42:45,352.70
12/11/2019 12:46:04,352.70
12/11/2019 12:49:22,352.70
12/11/2019 12:55:53,352.80
12/11/2019 12:59:11,352.80
12/11/2019 13:02:29,352.80
12/11/2019 13:05:45,352.80
12/11/2019 13:09:03,352.80
12/11/2019 13:12:19,352.80
12/11/2019 13:15:38,352.80
12/11/2019 13:22:11,352.90
12/11/2019 13:25:31,352.90
12/11/2019 13:28:52,352.90
12/11/2019 13:32:10,352.90
12/11/2019 13:35:26,352.90
12/11/2019 13:38:45,352.90
12/11/2019 13:45:21,353.00
12/11/2019 13:48:38,353.00
12/11/2019 13:51:54,353.00
12/11/2019 13:55:45,353.00
12/11/2019 13:59:14,353.00
12/11/2019 14:02:58,353.00
12/11/2019 14:11:32,353.10
12/11/2019 14:14:48,353.10
12/11/2019 14:18:08,353.10
12/11/2019 14:21:25,353.10
12/11/2019 14:24:40,353.10
12/11/2019 14:27:59,353.10
12/11/2019 14:34:31,353.20
12/11/2019 14:37:47,353.20
12/11/2019 14:41:04,353.20
12/11/2019 14:44:22,353.20
12/11/2019 14:47:41,353.20
12/11/2019 14:50:57,353.20
12/11/2019 14:54:12,353.20
12/11/2019 14:57:28,353.20
12/11/2019 15:00:43,353.20
12/11/2019 15:07:16,353.30
12/11/2019 15:10:31,353.30
12/11/2019 15:13:48,353.30
