data,rgh,temperatura,humedad,velocidad
1/3/2019 0:00:00,-0.569,22.38,97.7,3.74
1/3/2019 0:03:00,-0.251,21.6,101.1,6.315
1/3/2019 0:06:00,-0.732,21.28,101.1,6.005
1/3/2019 0:09:00,-1.837,21.21,101.1,6.218
1/3/2019 0:12:00,-3.046,21.21,101.1,4.602
1/3/2019 0:15:00,-3.841,21.14,101.1,4.795
1/3/2019 0:18:00,-4.018,21.18,101.1,4.937
1/3/2019 0:21:00,-4.192,21.12,101.1,4.731
1/3/2019 0:24:00,-4.477,21.12,101.1,3.764
1/3/2019 0:27:00,-4.569,21.14,101.1,3.023
1/3/2019 0:30:00,-5.109,21.08,101.1,3.548
1/3/2019 0:33:00,-5.075,21.12,101.1,3.113
1/3/2019 0:36:00,-4.998,21.12,101.1,2.522
1/3/2019 0:39:00,-5.7,21.36,101.1,3.366
1/3/2019 0:42:00,-6.998,21.22,101.1,1.067
1/3/2019 0:45:00,-7.145,21.22,101.1,1.421
1/3/2019 0:48:00,-7.755,21.47,101.1,0.924
1/3/2019 0:51:00,-7.755,21.41,101.1,1.09
1/3/2019 0:54:00,-8.35,21.56,101.1,0.478
1/3/2019 0:57:00,-7.545,21.41,101.1,1.859
1/3/2019 1:00:00,-7.678,21.32,101.1,0
1/3/2019 1:03:00,-6.802,21.31,101.2,1.672
1/3/2019 1:06:00,-7.16,21.26,101.1,1.642
1/3/2019 1:09:00,-8.22,21.29,101.1,0.304
1/3/2019 1:12:00,-8.56,21.7,101.2,0.479
1/3/2019 1:15:00,-7.8,21.48,101.1,0.828
1/3/2019 1:18:00,-7.415,21.46,101.1,1.801
1/3/2019 1:21:00,-7.012,21.27,101.1,2.008
1/3/2019 1:24:00,-7.73,21.48,101.1,0.721
1/3/2019 1:27:00,-7.471,21.48,101.1,1.52
1/3/2019 1:30:00,-8.15,21.5,101.1,1.011
1/3/2019 1:33:00,-8.31,21.42,101.1,1.028
1/3/2019 1:36:00,-7.574,23.49,103.1,1.605
1/3/2019 1:39:00,-7.73,23.53,103.1,1.344
1/3/2019 1:42:00,-7.763,23.47,103.1,0.158
1/3/2019 1:45:00,-8.03,23.66,103.3,0.074
1/3/2019 1:48:00,-8.31,23.49,103.1,0.009
1/3/2019 1:51:00,-8.21,23.58,103.1,0.493
1/3/2019 1:54:00,-7.97,23.66,103.1,0.477
1/3/2019 1:57:00,-8.42,23.68,103.1,0.054
1/3/2019 2:00:00,-7.582,23.65,103.1,1.28
1/3/2019 2:03:00,-8.18,24.19,103.5,0.011
1/3/2019 2:06:00,-7.33,23.99,103.5,0.842
1/3/2019 2:09:00,-7.401,24.08,103.5,0.857
1/3/2019 2:12:00,-7.774,24.55,92.5,0.613
1/3/2019 2:15:00,-7.859,24.77,89.5,0.328
1/3/2019 2:18:00,-8.11,24.7,91,0.106
1/3/2019 2:21:00,-8.44,24.7,92.4,0.143
1/3/2019 2:24:00,-8.35,24.48,93.4,1.289
1/3/2019 2:27:00,-8.23,24.45,89.3,1.6
1/3/2019 2:30:00,-8.71,24.07,91.5,0.213
1/3/2019 2:33:00,-8.76,24.07,91,0.571
1/3/2019 2:36:00,-8.58,24.22,90.5,1.095
1/3/2019 2:39:00,-8.17,24.01,90.8,1.464
1/3/2019 2:42:00,-8.57,23.9,88.9,1.827
1/3/2019 2:45:00,-8.8,24.04,89.4,1.169
1/3/2019 2:48:00,-8.58,23.9,88.6,1.009
1/3/2019 2:51:00,-8.42,24.49,87.6,0.862
1/3/2019 2:54:00,-8.41,24.15,88.9,1.217
1/3/2019 2:57:00,-8.83,24.27,87.9,0.082
1/3/2019 3:00:00,-8.65,24.4,87.5,0.364
1/3/2019 3:03:00,-8.59,24.21,88.7,1.279
1/3/2019 3:06:00,-8.8,24.12,89.5,0.72
1/3/2019 3:09:00,-8.52,24.12,88.7,1.181
1/3/2019 3:12:00,-8.66,23.96,90.3,1.011
1/3/2019 3:15:00,-8.83,23.97,88.2,0.82
1/3/2019 3:18:00,-8.85,24.03,89.9,0.646
1/3/2019 3:21:00,-8.98,24.24,89.1,0.056
1/3/2019 3:24:00,-9.02,24.27,89.2,0.922
1/3/2019 3:27:00,-8.96,24.24,89.3,0.447
1/3/2019 3:30:00,-8.63,24.32,89.7,0.346
1/3/2019 3:33:00,-8.81,24.19,88.6,0.387
1/3/2019 3:36:00,-8.47,24.24,90.1,0
1/3/2019 3:39:00,-8.37,24.23,88.2,1.193
1/3/2019 3:42:00,-8.17,24.28,90.1,0.281
1/3/2019 3:45:00,-7.796,24.19,87.9,0.579
1/3/2019 3:48:00,-7.781,24.28,88.4,0.264
1/3/2019 3:51:00,-8.25,24.28,88.5,0.436
1/3/2019 3:54:00,-8.37,24.27,88.3,0.005
1/3/2019 3:57:00,-8.41,24.54,86.1,0.176
1/3/2019 4:00:00,-7.977,24.36,87.5,1.295
1/3/2019 4:03:00,-7.6,24.36,86.3,1.454
1/3/2019 4:06:00,-7.556,24.39,87.1,1.573
1/3/2019 4:09:00,-7.648,24.24,87.4,1.485
1/3/2019 4:12:00,-7.807,24.41,85.5,1.091
1/3/2019 4:15:00,-7.571,24.27,86.7,0.882
1/3/2019 4:18:00,-7.774,24.34,85.9,1.67
1/3/2019 4:21:00,-7.083,24.26,85.5,1.063
1/3/2019 4:24:00,-7.19,24.26,85.3,1.38
1/3/2019 4:27:00,-6.739,24.29,86.7,1.332
1/3/2019 4:30:00,-6.813,24.22,86,2.267
1/3/2019 4:33:00,-6.865,24.1,87.5,0.838
1/3/2019 4:36:00,-6.931,24.3,86.2,0.969
1/3/2019 4:39:00,-7.16,24.35,85.9,1.512
1/3/2019 4:42:00,-7.645,24.37,85.6,0
1/3/2019 4:45:00,-8,24.47,86,0.029
1/3/2019 4:48:00,-8.41,24.39,86.1,0.131
1/3/2019 4:51:00,-7.855,24.28,86.5,1.44
1/3/2019 4:54:00,-7.353,24.25,85.4,1.169
1/3/2019 4:57:00,-6.935,24.35,84.7,2.399
1/3/2019 5:00:00,-7.105,24.37,84.7,0.964
1/3/2019 5:03:00,-6.58,22.3,83.2,1.921
1/3/2019 5:06:00,-7.127,22.36,82.8,0.331
1/3/2019 5:09:00,-7.275,22.44,82.3,1.211
1/3/2019 5:12:00,-7.075,22.36,82,1.938
1/3/2019 5:15:00,-6.643,22.32,82.8,1.682
1/3/2019 5:18:00,-6.587,22.35,82.8,1.607
1/3/2019 5:21:00,-6.846,22.36,83.4,0.878
1/3/2019 5:24:00,-7.282,22.41,84.1,1.619
1/3/2019 5:27:00,-7.563,22.53,83.9,1.381
1/3/2019 5:30:00,-7.56,22.46,85.5,1.189
1/3/2019 5:33:00,-8.05,22.53,84.8,0.062
1/3/2019 5:36:00,-8.32,22.8,83.7,0.924
1/3/2019 5:39:00,-8.06,22.67,84,0.677
1/3/2019 5:42:00,-7.841,24.65,88.4,1.237
1/3/2019 5:45:00,-7.977,24.2,90.3,0.771
1/3/2019 5:48:00,-8.18,24.02,90.7,0.666
1/3/2019 5:51:00,-8.23,23.85,91,0.988
1/3/2019 5:54:00,-8.14,23.88,90.5,1.366
1/3/2019 5:57:00,-8.21,23.71,91.1,1.217
1/3/2019 6:00:00,-8.41,24.19,88.7,0.547
1/3/2019 6:03:00,-8.48,24.64,86.5,0.481
1/3/2019 6:06:00,-8.7,24.5,84.8,0.639
1/3/2019 6:09:00,-8.81,24.52,87.4,0
1/3/2019 6:12:00,-9.22,24.27,87.9,0
1/3/2019 6:15:00,-9.52,24.11,87.5,0
1/3/2019 6:18:00,-9.8,24.14,85.2,0
1/3/2019 6:21:00,-9.77,23.71,93.8,0.069
1/3/2019 6:24:00,-9.94,23.51,94.3,0.481
1/3/2019 6:27:00,-9.99,21.42,93.6,0.687
1/3/2019 6:30:00,-10.02,21.46,90.3,0.071
1/3/2019 6:33:00,-10.18,21.56,90.2,0
1/3/2019 6:36:00,-10.05,21.73,91,0
1/3/2019 6:39:00,-9.88,21.67,92.1,0
1/3/2019 6:42:00,-9.67,21.59,93.6,0
1/3/2019 6:45:00,-9.96,23.57,95.1,0
1/3/2019 6:48:00,-10,21.42,92.7,0.064
1/3/2019 6:51:00,-9.97,21.27,93.8,0.127
1/3/2019 6:54:00,-9.87,21.19,94.3,0.419
1/3/2019 6:57:00,-10.08,21.28,92.6,0.032
1/3/2019 7:00:00,-9.91,21.42,92.1,0
1/3/2019 7:03:00,-9.72,21.68,90.9,0
1/3/2019 7:06:00,-9.55,21.75,90.8,0
1/3/2019 7:09:00,-9.16,21.82,91,1.028
1/3/2019 7:12:00,-9.33,21.9,90.7,0.072
1/3/2019 7:15:00,-9.18,21.96,91,0.054
1/3/2019 7:18:00,-9.37,21.82,91.5,0
1/3/2019 7:21:00,-9.4,21.44,94.2,0.171
1/3/2019 7:24:00,-9.56,21.26,94.6,0.701
1/3/2019 7:27:00,-9.71,23.49,96.6,0.654
1/3/2019 7:30:00,-9.84,23.25,96.7,0.803
1/3/2019 7:33:00,-9.59,23.16,97.4,0.907
1/3/2019 7:36:00,-10,21,95.2,0.535
1/3/2019 7:39:00,-10.15,20.92,94.7,0
1/3/2019 7:42:00,-9.96,20.93,95.1,0.33
1/3/2019 7:45:00,-9.99,20.99,93.4,0.534
1/3/2019 7:48:00,-9.98,21.23,93.2,0
1/3/2019 7:51:00,-9.88,21.06,94.1,0
1/3/2019 7:54:00,-9.96,21.12,93.9,0
1/3/2019 7:57:00,-9.97,21,95.4,0
1/3/2019 8:00:00,-10.18,20.86,95,0
1/3/2019 8:03:00,-9.79,20.99,94.7,0.068
1/3/2019 8:06:00,-9.78,20.98,94.7,0.625
1/3/2019 8:09:00,-10.1,20.83,96,0
1/3/2019 8:12:00,-10.17,20.87,95.7,0
1/3/2019 8:15:00,-10.01,21.19,92.7,0
1/3/2019 8:18:00,-9.96,21.07,95.5,0
1/3/2019 8:21:00,-9.79,21.21,94.6,0
1/3/2019 8:24:00,-9.84,21.47,92.7,0
1/3/2019 8:27:00,-9.98,21.08,96,0
1/3/2019 8:30:00,-10.04,21.07,96.2,0
1/3/2019 8:33:00,-10.02,21.16,94.5,0
1/3/2019 8:36:00,-9.87,21.07,95.9,0
1/3/2019 8:39:00,-9.76,21.44,92.5,0
1/3/2019 8:42:00,-9.64,21.52,92.4,0.238
1/3/2019 8:45:00,-9.77,21.07,93.7,0.2
1/3/2019 8:48:00,-9.65,22.03,94.3,0
1/3/2019 8:51:00,-9.54,21.98,93.6,0
1/3/2019 8:54:00,-9.36,21.87,94.3,0
1/3/2019 8:57:00,-8.92,21.69,96,0
1/3/2019 9:00:00,-8.52,21.61,96.6,0
1/3/2019 9:03:00,-7.538,21.66,96.2,0
1/3/2019 9:06:00,-6.055,21.29,95.6,0
1/3/2019 9:09:00,-4.506,21.15,95.1,0.123
1/3/2019 9:12:00,-1.937,20.87,95.6,0
1/3/2019 9:15:00,1.926,20.92,95.3,0
1/3/2019 9:18:00,5.419,21.03,94.7,0
1/3/2019 9:21:00,11.18,21.03,94.7,0
1/3/2019 9:24:00,15.88,20.86,96.9,0
1/3/2019 9:27:00,19.78,20.77,97.7,0
1/3/2019 9:30:00,27.03,20.67,97.5,0.068
1/3/2019 9:33:00,36.55,20.77,97.1,0
1/3/2019 9:36:00,45.06,20.8,96.2,0
1/3/2019 9:39:00,58.72,20.89,96.1,0
1/3/2019 9:42:00,72.65,21.04,95.5,0
1/3/2019 9:45:00,95.9,21.06,94.5,0
1/3/2019 9:48:00,104.5,21.22,92.5,0
1/3/2019 9:51:00,116.4,21.42,93.2,0
1/3/2019 9:54:00,126.5,21.55,92.8,0
1/3/2019 9:57:00,136,21.85,89.7,0
1/3/2019 10:00:00,145.1,22.32,89.5,0
1/3/2019 10:03:00,152.1,22.18,90.2,0.096
1/3/2019 10:06:00,160.9,21.88,92.3,0.522
1/3/2019 10:09:00,171.3,21.68,91.3,0
1/3/2019 10:12:00,183.7,21.63,91,0
1/3/2019 10:15:00,195,21.75,91.5,0.152
1/3/2019 10:18:00,208.3,21.97,89.2,0
1/3/2019 10:21:00,220.5,22.1,87.7,0
1/3/2019 10:24:00,230.7,22.21,87.8,0
1/3/2019 10:27:00,243.4,22.52,86.5,0
1/3/2019 10:30:00,255.5,23.09,84.6,0.04
1/3/2019 10:33:00,267.6,23.39,81.1,0.014
1/3/2019 10:36:00,282,23.46,82.7,0
1/3/2019 10:39:00,296.7,23.4,81.9,0
1/3/2019 10:42:00,311.3,23.77,80.2,0.016
1/3/2019 10:45:00,325.3,23.81,81.8,0.141
1/3/2019 10:48:00,335.1,23.43,82.5,0.463
1/3/2019 10:51:00,351.6,23.52,81.5,2.1
1/3/2019 10:54:00,364.4,23.45,81.2,1.939
1/3/2019 10:57:00,376.2,23.36,81.9,2.257
1/3/2019 11:00:00,220.7,23.48,81.1,2.711
1/3/2019 11:03:00,411.1,23.33,81.9,2.704
1/3/2019 11:06:00,481.8,23.39,82.5,2.419
1/3/2019 11:09:00,381,23.49,81,1.259
1/3/2019 11:12:00,243.1,23.48,81.7,1.593
1/3/2019 11:15:00,247.7,23.26,82.6,2.477
1/3/2019 11:18:00,589.9,23.47,80.8,0.998
1/3/2019 11:21:00,579,23.65,81.9,1.867
1/3/2019 11:24:00,562.5,23.48,81.6,1.445
1/3/2019 11:27:00,524,23.88,81.4,1.539
1/3/2019 11:30:00,509.6,23.75,81.2,1.745
1/3/2019 11:33:00,515.3,23.79,79,2.302
1/3/2019 11:36:00,526.5,23.95,80.4,1.952
1/3/2019 11:39:00,541.4,24.05,78.91,1.507
1/3/2019 11:42:00,557.4,24.03,77.13,2.04
1/3/2019 11:45:00,590.3,24,76.72,2.594
1/3/2019 11:48:00,496.4,24.05,76.59,1.907
1/3/2019 11:51:00,432.2,24.13,76.4,1.854
1/3/2019 11:54:00,386.5,23.95,77.05,2.2
1/3/2019 11:57:00,558.7,24.23,73.77,1.581
1/3/2019 12:00:00,632.8,24.67,70.93,1.669
1/3/2019 12:03:00,556.3,24.45,72.56,1.796
1/3/2019 12:06:00,636.3,24.57,72.66,1.421
1/3/2019 12:09:00,646.6,26.37,64.79,0.132
1/3/2019 12:12:00,658.4,25.29,68.42,1.141
1/3/2019 12:15:00,674.8,25.45,65.91,0.716
1/3/2019 12:18:00,692.5,25.83,64.73,0.084
1/3/2019 12:21:00,724.5,26.3,64.89,0.377
1/3/2019 12:24:00,736.3,25.78,68.77,1.697
1/3/2019 12:27:00,671.4,25.43,66.66,0.308
1/3/2019 12:30:00,625.9,25.9,66.61,1.08
1/3/2019 12:33:00,739.7,25.53,67.53,0.912
1/3/2019 12:36:00,734.8,25.59,68.45,0.767
1/3/2019 12:39:00,758.4,25.81,67.52,0.946
1/3/2019 12:42:00,753.8,26.35,65.58,0.21
1/3/2019 12:45:00,761.5,26.83,64.22,0.155
1/3/2019 12:48:00,771.1,26.43,66.11,0.018
1/3/2019 12:51:00,783.2,26.76,67.09,0.813
1/3/2019 12:54:00,817,26.96,65.14,1.024
1/3/2019 12:57:00,878,26.95,63.73,1.771
1/3/2019 13:00:00,936,26.65,67.27,1.717
1/3/2019 13:03:00,447.2,26.87,64.48,0.885
1/3/2019 13:06:00,735.8,26.45,67.84,2.229
1/3/2019 13:09:00,978,26.2,68.3,2.641
1/3/2019 13:12:00,713.1,26.2,69.55,2.195
1/3/2019 13:15:00,563,26.44,67.99,2.602
1/3/2019 13:18:00,572.1,26.58,68.75,1.77
1/3/2019 13:21:00,877,26.34,70.81,1.919
1/3/2019 13:24:00,781.1,26.16,70.93,1.142
1/3/2019 13:27:00,912,26.6,69.06,0.967
1/3/2019 13:30:00,526.6,27.26,67.34,1.813
1/3/2019 13:33:00,284,26.67,68.22,1.807
1/3/2019 13:36:00,162.1,26.73,68.3,0.966
1/3/2019 13:39:00,422.3,27.42,67.51,0.951
1/3/2019 13:42:00,1031,26.85,69.11,0.61
1/3/2019 13:45:00,878,27.57,64.34,0.551
1/3/2019 13:48:00,422.7,27.43,68.09,0.564
1/3/2019 13:51:00,1064,27.27,67.67,0.95
1/3/2019 13:54:00,1072,26.98,69.82,1.135
1/3/2019 13:57:00,335,26.98,70.77,1.998
1/3/2019 14:00:00,327.7,26.76,70.14,0.741
1/3/2019 14:03:00,347.5,26.59,70.6,2.741
1/3/2019 14:06:00,449.5,26.53,70.98,1.508
1/3/2019 14:09:00,303.1,26.87,71.18,1.242
1/3/2019 14:12:00,329.4,26.53,70.57,1.681
1/3/2019 14:15:00,756.2,26.91,69.97,0.391
1/3/2019 14:18:00,941,26.82,70.99,0.993
1/3/2019 14:21:00,1118,27.43,67.09,1.303
1/3/2019 14:24:00,1058,27.64,69.47,3.228
1/3/2019 14:27:00,1253,27.71,67.33,1.445
1/3/2019 14:30:00,1240,27.17,70.54,2.118
1/3/2019 14:33:00,1264,27.65,68.24,3.81
1/3/2019 14:36:00,746.2,27.72,68.73,2.365
1/3/2019 14:39:00,1157,27.32,69.84,2.865
1/3/2019 14:42:00,1130,27.58,68.25,2.031
1/3/2019 14:45:00,1127,27.11,70.16,2.116
1/3/2019 14:48:00,594.9,27.14,69.53,1.897
1/3/2019 14:51:00,1156,27.27,69.13,2.945
1/3/2019 14:54:00,1076,27.78,67.52,1.436
1/3/2019 14:57:00,1069,27.88,69.67,2.787
1/3/2019 15:00:00,1065,27.32,70.64,2.025
1/3/2019 15:03:00,1055,27.62,68.58,1.82
1/3/2019 15:06:00,1066,27.41,69.3,2.122
1/3/2019 15:09:00,1091,27.59,70.18,2.112
1/3/2019 15:12:00,1136,27.15,70.81,2.239
1/3/2019 15:15:00,405,27.08,71.16,3.077
1/3/2019 15:18:00,801,27.41,67.59,0.3
1/3/2019 15:21:00,562.1,26.87,72.68,3.107
1/3/2019 15:24:00,1191,27.58,73.6,3.461
1/3/2019 15:27:00,1099,27.1,73.1,2.504
1/3/2019 15:30:00,1057,27.37,72.8,2.651
1/3/2019 15:33:00,1017,27,70.36,1.72
1/3/2019 15:36:00,1029,27.2,70.04,2.1
1/3/2019 15:39:00,1028,27.4,69.01,1.595
1/3/2019 15:42:00,1026,27.95,66.45,1.849
1/3/2019 15:45:00,1022,27.89,68.28,2.553
1/3/2019 15:48:00,1030,27.42,70.48,3.141
1/3/2019 15:51:00,1033,26.94,70,2.873
1/3/2019 15:54:00,1028,27.52,68.54,2.224
1/3/2019 15:57:00,1035,27.49,67.62,2.077
1/3/2019 16:00:00,1042,27.87,66.87,0.654
1/3/2019 16:03:00,1049,27.73,69.02,2.751
1/3/2019 16:06:00,1063,27.93,68.24,2.921
1/3/2019 16:09:00,1036,27.8,70.8,3.347
1/3/2019 16:12:00,1028,27.6,68.73,1.551
1/3/2019 16:15:00,1044,27.79,69.64,2.857
1/3/2019 16:18:00,1041,28.12,67.38,1.076
1/3/2019 16:21:00,1022,27.79,68.62,2.62
1/3/2019 16:24:00,956,28.07,68.29,1.726
1/3/2019 16:27:00,1021,28.01,67.04,2.712
1/3/2019 16:30:00,1007,28.46,69.53,2.416
1/3/2019 16:33:00,1001,27.3,70.23,2.416
1/3/2019 16:36:00,1003,27.7,69.34,4.314
1/3/2019 16:39:00,978,27.25,70.84,3.369
1/3/2019 16:42:00,970,27.26,71.32,3.944
1/3/2019 16:45:00,962,28.3,67.1,1.611
1/3/2019 16:48:00,955,27.48,69.86,4.108
1/3/2019 16:51:00,949,27.47,72.05,3.046
1/3/2019 16:54:00,938,27.77,70.07,2.103
1/3/2019 16:57:00,930,27.84,69.3,2.938
1/3/2019 17:00:00,922,27.96,69.26,2.396
1/3/2019 17:03:00,923,27.94,68.77,2.193
1/3/2019 17:06:00,922,28.28,65.25,1.74
1/3/2019 17:09:00,931,28.08,67.85,4.206
1/3/2019 17:12:00,916,27.8,67.52,3.532
1/3/2019 17:15:00,918,27.52,68.6,2.416
1/3/2019 17:18:00,905,27.3,70.19,2.651
1/3/2019 17:21:00,899,27.25,70.59,2.949
1/3/2019 17:24:00,896,27.52,69.72,1.087
1/3/2019 17:27:00,890,27.44,70.78,3.083
1/3/2019 17:30:00,898,27.27,70.85,2.653
1/3/2019 17:33:00,327.2,27.35,72.28,4.114
1/3/2019 17:36:00,867,27.19,72.62,3.287
1/3/2019 17:39:00,851,27.2,71.86,3.344
1/3/2019 17:42:00,853,27.08,72.16,3.872
1/3/2019 17:45:00,835,27.5,71.96,3.988
1/3/2019 17:48:00,650.2,27.04,71.74,4.179
1/3/2019 17:51:00,818,27.27,71.82,2.642
1/3/2019 17:54:00,819,27.25,72.12,3.357
1/3/2019 17:57:00,818,26.9,73.15,4.022
1/3/2019 18:00:00,812,26.88,73.15,3.823
1/3/2019 18:03:00,803,27.04,71.66,2.557
1/3/2019 18:06:00,251,27.12,72.41,2.259
1/3/2019 18:09:00,767,27.52,71,1.475
1/3/2019 18:12:00,755.6,27.06,73.37,4.358
1/3/2019 18:15:00,736.2,27.46,72.13,2.484
1/3/2019 18:18:00,728.6,27.39,70.8,1.47
1/3/2019 18:21:00,724.4,27.41,71.7,2.52
1/3/2019 18:24:00,724.8,27.28,74.12,3.8
1/3/2019 18:27:00,727.7,26.92,73.66,2.833
1/3/2019 18:30:00,435.5,27.11,73.29,3.267
1/3/2019 18:33:00,700.5,27.08,72.23,2.795
1/3/2019 18:36:00,682.6,27.57,71.75,1.452
1/3/2019 18:39:00,689.1,27.37,73.2,2.047
1/3/2019 18:42:00,656.9,26.92,73.98,4.275
1/3/2019 18:45:00,642.2,26.83,74.91,3.647
1/3/2019 18:48:00,635,27.09,73.46,2.687
1/3/2019 18:51:00,628.9,27.17,72.14,1.894
1/3/2019 18:54:00,615.1,27,74.64,1.834
1/3/2019 18:57:00,596.7,26.84,74.46,4.204
1/3/2019 19:00:00,590.8,26.81,75.71,3.44
1/3/2019 19:03:00,576,26.86,74.32,4.065
1/3/2019 19:06:00,558,27.1,73.85,2.274
1/3/2019 19:09:00,545.1,27.26,72.83,2.962
1/3/2019 19:12:00,530.3,27.52,72.67,1.599
1/3/2019 19:15:00,520.8,26.94,74.45,1.776
1/3/2019 19:18:00,509.5,26.82,75.24,2.886
1/3/2019 19:21:00,501,27.15,73.76,2.185
1/3/2019 19:24:00,491.5,27.21,73.89,1.704
1/3/2019 19:27:00,478.9,27.07,74.12,2.814
1/3/2019 19:30:00,467.4,26.82,76.35,3.358
1/3/2019 19:33:00,455.8,27.07,75.1,2.308
1/3/2019 19:36:00,443.1,26.99,75.94,3.337
1/3/2019 19:39:00,431.9,27.2,73.76,2.065
1/3/2019 19:42:00,422,27.06,75.13,1.431
1/3/2019 19:45:00,407.7,27.14,74.26,2.315
1/3/2019 19:48:00,395.8,27.18,73.42,2.233
1/3/2019 19:51:00,382.2,27.01,73.78,1.59
1/3/2019 19:54:00,370.9,27.28,74.17,1.317
1/3/2019 19:57:00,355.8,27.41,73.69,2.128
1/3/2019 20:00:00,343.3,27.1,73.11,1.198
1/3/2019 20:03:00,330.3,27.03,73.83,1.788
1/3/2019 20:06:00,318.8,27,74.1,1.927
1/3/2019 20:09:00,306.8,27.04,72.09,2.64
1/3/2019 20:12:00,294,27.17,72.02,2.207
1/3/2019 20:15:00,280.7,27.03,70.46,1.941
1/3/2019 20:18:00,271.5,27.14,70.55,2.397
1/3/2019 20:21:00,258.6,27.08,69.87,3.011
1/3/2019 20:24:00,245.2,27.05,70.11,0.814
1/3/2019 20:27:00,231.3,27.14,71.88,1.494
1/3/2019 20:30:00,220.2,26.92,71.31,1.83
1/3/2019 20:33:00,209.7,26.75,70.69,3.592
1/3/2019 20:36:00,198,26.9,70.94,1.109
1/3/2019 20:39:00,184,27.21,69.28,1.239
1/3/2019 20:42:00,177,26.87,70.27,3.6
1/3/2019 20:45:00,164.6,26.91,70.52,1.59
1/3/2019 20:48:00,151.4,26.86,71.02,2.435
1/3/2019 20:51:00,138.4,26.75,70.8,0.654
1/3/2019 20:54:00,124.2,26.74,70.44,2.42
1/3/2019 20:57:00,59.35,26.83,70.46,1.806
1/3/2019 21:00:00,31.72,26.51,73.66,1.9
1/3/2019 21:03:00,28.89,26.44,74.9,2.073
1/3/2019 21:06:00,25.86,26.28,75.72,2.749
1/3/2019 21:09:00,24.13,26.68,74.99,1.272
1/3/2019 21:12:00,22.33,26.31,75.78,2.352
1/3/2019 21:15:00,19.56,26.51,73.78,0.011
1/3/2019 21:18:00,17.07,26.5,76.29,1.239
1/3/2019 21:21:00,15,26.38,77.04,1.555
1/3/2019 21:24:00,11.11,26.18,77.56,2.328
1/3/2019 21:27:00,8.14,26.42,77.72,0.75
1/3/2019 21:30:00,5.844,26.18,78.08,2.402
1/3/2019 21:33:00,3.859,26.26,78.29,1.384
1/3/2019 21:36:00,2.074,26.09,77.87,1.882
1/3/2019 21:39:00,0.237,26.05,78.3,2.734
1/3/2019 21:42:00,-0.724,25.94,78.72,2.915
1/3/2019 21:45:00,-2.44,25.99,78.25,3.106
1/3/2019 21:48:00,-4.033,26,78.95,2.167
1/3/2019 21:51:00,-6.18,26.04,78.42,2.227
1/3/2019 21:54:00,-7.263,25.9,78.19,1.729
1/3/2019 21:57:00,-8.34,25.92,78.24,1.96
1/3/2019 22:00:00,-8.96,25.93,78.1,2.191
1/3/2019 22:03:00,-9.23,25.95,79.25,1.545
1/3/2019 22:06:00,-9.18,25.82,79.25,2.558
1/3/2019 22:09:00,-9.44,25.89,79.17,1.795
1/3/2019 22:12:00,-9.39,25.87,79.53,2.092
1/3/2019 22:15:00,-9.77,25.77,80.1,1.191
1/3/2019 22:18:00,-9.98,25.81,79.89,0.914
1/3/2019 22:21:00,-9.87,25.87,80.3,1.059
1/3/2019 22:24:00,-10.13,25.86,80.1,0.649
1/3/2019 22:27:00,-10.18,25.75,81,0.706
1/3/2019 22:30:00,-10.19,25.73,81.1,0.252
1/3/2019 22:33:00,-10.36,25.77,80.8,0.081
1/3/2019 22:36:00,-10.04,25.81,80.9,1.632
1/3/2019 22:39:00,-10.24,25.77,81.1,0.628
1/3/2019 22:42:00,-9.93,25.76,81.4,2.102
1/3/2019 22:45:00,-10.14,25.73,80.9,1.273
1/3/2019 22:48:00,-9.97,25.74,82,1.935
1/3/2019 22:51:00,-10.11,25.65,81.9,2.004
1/3/2019 22:54:00,-10.11,25.64,81.9,1.083
1/3/2019 22:57:00,-10.32,25.67,82.1,1.145
1/3/2019 23:00:00,-10.29,25.63,82.1,1.612
1/3/2019 23:03:00,-10.19,25.79,81.9,1.057
1/3/2019 23:06:00,-10.28,25.71,82.3,1.402
1/3/2019 23:09:00,-10.19,25.68,81.9,1.343
1/3/2019 23:12:00,-9.82,25.62,82.4,1.843
1/3/2019 23:15:00,-10.03,25.63,82.4,2.057
1/3/2019 23:18:00,-10.04,25.61,83,1.14
1/3/2019 23:21:00,-10.36,25.55,83,0.724
1/3/2019 23:24:00,-10.4,25.51,83.4,1.086
1/3/2019 23:27:00,-10.69,25.53,83.3,0.596
1/3/2019 23:30:00,-10.69,25.54,83.4,0.458
1/3/2019 23:33:00,-10.8,25.74,84,1.147
1/3/2019 23:36:00,-10.79,25.5,83.8,0.373
1/3/2019 23:39:00,-10.53,25.46,84.3,1.096
1/3/2019 23:42:00,-10.66,25.5,83.8,0.648
1/3/2019 23:45:00,-10.74,25.39,83.8,0.972
1/3/2019 23:48:00,-10.56,25.6,82.7,0.911
1/3/2019 23:51:00,-10.24,25.49,83.8,1.132
1/3/2019 23:54:00,-10.62,25.54,84,0.913
1/3/2019 23:57:00,-10.58,25.75,84.3,0.881
2/3/2019 0:00:00,-10.81,25.5,83.6,0.304
2/3/2019 0:03:00,-10.97,25.54,84.1,0.089
2/3/2019 0:06:00,-10.85,25.44,84.1,0.785
2/3/2019 0:09:00,-10.84,25.74,84.2,0.994
2/3/2019 0:12:00,-10.77,25.43,85,0.751
2/3/2019 0:15:00,-10.89,25.32,84.6,0.43
