data,rgh,temperatura,humedad,velocidad
22/3/2019 22:03:00,-0.813,19.58,101.4,0.151
22/3/2019 22:06:00,-1.083,19.5,101.3,0.043
22/3/2019 22:09:00,-0.399,21.66,103.7,0.011
22/3/2019 22:12:00,-0.233,21.6,103.6,0
22/3/2019 22:15:00,-0.98,21.72,103.6,0.195
22/3/2019 22:18:00,-0.921,21.64,103.6,0.101
22/3/2019 22:21:00,-0.75,21.43,103.6,0.89
22/3/2019 22:24:00,-0.606,21.5,103.6,0.751
22/3/2019 22:27:00,-1.327,21.65,103.5,0
22/3/2019 22:30:00,-1.431,21.76,103.5,0.667
22/3/2019 22:33:00,-1.275,21.74,103.5,0.973
22/3/2019 22:36:00,-1.253,21.66,103.5,0
22/3/2019 22:39:00,-1.405,21.76,103.5,0.127
22/3/2019 22:42:00,-1.272,21.74,103.5,0.14
22/3/2019 22:45:00,-1.002,21.71,103.5,0.244
22/3/2019 22:48:00,-1.238,21.83,103.5,0.015
22/3/2019 22:51:00,-1.346,21.92,103.5,0.154
22/3/2019 22:54:00,-1.257,21.75,103.5,0.221
22/3/2019 22:57:00,-1.261,21.75,103.5,0.467
22/3/2019 23:00:00,-1.39,21.91,103.5,0.521
22/3/2019 23:03:00,-1.043,21.84,103.5,0.524
22/3/2019 23:06:00,-0.802,21.72,103.5,0.906
22/3/2019 23:09:00,-0.983,21.94,103.5,0.609
22/3/2019 23:12:00,-0.935,21.73,103.5,1.594
22/3/2019 23:15:00,-0.983,21.7,103.5,1.159
22/3/2019 23:18:00,-1.12,21.78,103.5,0.24
22/3/2019 23:21:00,-1.205,21.97,103.5,0.951
22/3/2019 23:24:00,-1.202,21.91,103.5,0.032
22/3/2019 23:27:00,-1.202,22.15,103.5,0.145
22/3/2019 23:30:00,-1.372,22.17,103.5,0.231
22/3/2019 23:33:00,-0.869,21.95,103.5,0.845
22/3/2019 23:36:00,-0.884,21.92,103.5,0.908
22/3/2019 23:39:00,-0.817,21.69,103.5,1.553
22/3/2019 23:42:00,-0.64,21.7,103.5,1.582
22/3/2019 23:45:00,-0.858,21.67,103.5,1.289
22/3/2019 23:48:00,-1.039,21.74,103.5,0.302
22/3/2019 23:51:00,-1.213,21.8,103.5,0
22/3/2019 23:54:00,-1.157,21.77,103.5,0.399
22/3/2019 23:57:00,-1.006,21.83,103.5,0.211
23/3/2019 0:00:00,-1.087,21.71,103.5,0.139
23/3/2019 0:03:00,-1.198,21.93,103.5,0
23/3/2019 0:06:00,-1.471,21.81,103.5,0.4
23/3/2019 0:09:00,-1.586,21.65,103.4,0.936
23/3/2019 0:12:00,-1.205,21.69,103.5,0.08
23/3/2019 0:15:00,-1.335,21.8,103.5,0.235
23/3/2019 0:18:00,-1.412,21.71,103.5,0.256
23/3/2019 0:21:00,-1.397,21.65,103.4,0.392
23/3/2019 0:24:00,-1.257,21.66,103.4,0.256
23/3/2019 0:27:00,-1.397,21.66,103.4,0
23/3/2019 0:30:00,-1.549,21.66,103.4,0.521
23/3/2019 0:33:00,-1.508,21.69,103.4,0.498
23/3/2019 0:36:00,-1.597,21.79,103.4,0
23/3/2019 0:39:00,-1.501,21.83,103.4,0.103
23/3/2019 0:42:00,-1.46,21.72,103.5,0.422
23/3/2019 0:45:00,-1.59,21.92,103.4,0.287
23/3/2019 0:48:00,-1.697,21.88,103.4,0.399
23/3/2019 0:51:00,-1.878,21.72,102.8,0.677
23/3/2019 0:54:00,-1.519,21.66,101.3,0.962
23/3/2019 0:57:00,-1.42,21.7,97.6,1.109
23/3/2019 1:00:00,-1.608,21.98,97.2,0
23/3/2019 1:03:00,-1.686,21.99,96.9,0.011
23/3/2019 1:06:00,-1.29,21.85,96.2,0.177
23/3/2019 1:09:00,-1.508,22.19,96,0.094
23/3/2019 1:12:00,-1.83,22.32,94.1,0.199
23/3/2019 1:15:00,-1.845,22.46,93.9,0.867
23/3/2019 1:18:00,-1.985,22.51,93.6,0.276
23/3/2019 1:21:00,-1.66,22.44,94.8,0.781
23/3/2019 1:24:00,-1.612,22.46,94.8,0.316
23/3/2019 1:27:00,-1.49,22.37,94.7,0.65
23/3/2019 1:30:00,-1.516,22.45,93.1,0
23/3/2019 1:33:00,-1.46,22.43,92.5,0
23/3/2019 1:36:00,-1.357,22.65,92,0.033
23/3/2019 1:39:00,-1.42,22.44,93.7,0.703
23/3/2019 1:42:00,-1.238,22.37,93.3,0.669
23/3/2019 1:45:00,-1.316,22.18,94.2,0.961
23/3/2019 1:48:00,-1.227,22.18,94.3,0.226
23/3/2019 1:51:00,-1.187,22.23,94.4,0
23/3/2019 1:54:00,-1.19,22.37,94.2,0.336
23/3/2019 1:57:00,-1.205,22.23,92.3,1.272
23/3/2019 2:00:00,-1.098,21.91,92.5,2.248
23/3/2019 2:03:00,-0.884,21.29,92.4,1.23
23/3/2019 2:06:00,-0.939,21.74,92.7,0.699
23/3/2019 2:09:00,-1.076,21.59,94.4,0.533
23/3/2019 2:12:00,-1.22,21.56,95.4,0.668
23/3/2019 2:15:00,-1.298,21.45,95.9,0.408
23/3/2019 2:18:00,-1.239,21.45,96,0
23/3/2019 2:21:00,-1.372,21.38,96,0
23/3/2019 2:24:00,-1.372,21.53,96.4,0.299
23/3/2019 2:27:00,-1.338,21.43,95.7,0.251
23/3/2019 2:30:00,-1.427,21.44,97,0.221
23/3/2019 2:33:00,-1.372,21.42,97.2,0.552
23/3/2019 2:36:00,-1.346,21.44,97.6,0.387
23/3/2019 2:39:00,-1.368,21.53,96.9,0.432
23/3/2019 2:42:00,-1.235,21.39,96.4,0.011
23/3/2019 2:45:00,-1.412,21.76,94.6,0.634
23/3/2019 2:48:00,-1.571,21.79,92.5,0.77
23/3/2019 2:51:00,-1.442,21.85,94.2,0.664
23/3/2019 2:54:00,-1.542,21.87,94.8,0.652
23/3/2019 2:57:00,-1.416,21.71,95.6,0.257
23/3/2019 3:00:00,-1.009,22,96,0.297
23/3/2019 3:03:00,-1.009,21.74,96.3,0
23/3/2019 3:06:00,-1.105,21.74,96.7,0.037
23/3/2019 3:09:00,-1.117,21.66,96.9,0
23/3/2019 3:12:00,-1.017,21.44,96.3,0
23/3/2019 3:15:00,-1.194,21.8,95.7,0
23/3/2019 3:18:00,-1.379,21.82,95.3,0
23/3/2019 3:21:00,-1.157,22.04,95.4,0
23/3/2019 3:24:00,-1.179,22.02,95.9,0
23/3/2019 3:27:00,-1.327,21.61,96.1,0.016
23/3/2019 3:30:00,-1.483,21.55,95.8,0.038
23/3/2019 3:33:00,-1.934,21.74,96,0.016
23/3/2019 3:36:00,-2.1,21.56,95.4,0
23/3/2019 3:39:00,-1.934,21.52,97.5,0
23/3/2019 3:42:00,-1.638,21.49,97.9,0
23/3/2019 3:45:00,-1.601,21.15,98.5,0.384
23/3/2019 3:48:00,-1.283,21.06,99.7,0
23/3/2019 3:51:00,-1.124,20.8,99.6,0
23/3/2019 3:54:00,-1.194,20.81,99.9,0
23/3/2019 3:57:00,-0.817,20.78,100.3,0.148
23/3/2019 4:00:00,-0.81,20.71,100.5,0.61
23/3/2019 4:03:00,-0.891,20.63,100.5,0.005
23/3/2019 4:06:00,-0.861,20.74,100.8,0
23/3/2019 4:09:00,-1.246,19.87,99.6,0
23/3/2019 4:12:00,-1.564,20,98.6,0
23/3/2019 4:15:00,-1.605,19.56,98.4,0.069
23/3/2019 4:18:00,-1.523,19.6,98.5,0.495
23/3/2019 4:21:00,-1.468,19.51,98.8,0.162
23/3/2019 4:24:00,-1.497,19.42,98.8,0.319
23/3/2019 4:27:00,-1.42,19.25,99.1,0.941
23/3/2019 4:30:00,-1.383,19.21,99.3,0.516
23/3/2019 4:33:00,-1.442,19.39,99.6,0.015
23/3/2019 4:36:00,-1.342,19.1,101.3,0.629
23/3/2019 4:39:00,-1.209,19.17,101.3,0
23/3/2019 4:42:00,-1.397,19.16,101.3,1.539
23/3/2019 4:45:00,-1.379,19.18,101.3,1.145
23/3/2019 4:48:00,-1.29,19.07,101.3,0.481
23/3/2019 4:51:00,-1.409,19.12,101.2,0.103
23/3/2019 4:54:00,-1.353,19.17,101.2,0.007
23/3/2019 4:57:00,-1.571,19.44,101.4,0.155
23/3/2019 5:00:00,-1.416,19.37,101.3,0.287
23/3/2019 5:03:00,-1.39,19.25,101.4,0.033
23/3/2019 5:06:00,-1.453,19.62,101.3,0.005
23/3/2019 5:09:00,-1.605,19.61,101.3,0.164
23/3/2019 5:12:00,-1.605,19.3,101.3,0.45
23/3/2019 5:15:00,-1.553,19.18,101.2,0.542
23/3/2019 5:18:00,-1.597,19.16,101.2,0
23/3/2019 5:21:00,-1.752,19.26,101.2,0.138
23/3/2019 5:24:00,-1.978,19.35,101.3,0.14
23/3/2019 5:27:00,-2.196,19.61,101.3,0.424
23/3/2019 5:30:00,-2.1,19.63,101.4,0.026
23/3/2019 5:33:00,-1.86,19.51,101.3,0.703
23/3/2019 5:36:00,-1.886,19.55,101.3,1.708
23/3/2019 5:39:00,-1.697,19.62,101.4,0.86
23/3/2019 5:42:00,-1.993,19.67,101.3,0.043
23/3/2019 5:45:00,-1.815,19.59,101.4,0.719
23/3/2019 5:48:00,-1.941,19.56,101.3,0.619
23/3/2019 5:51:00,-1.993,19.57,101.3,0.114
23/3/2019 5:54:00,-2.004,19.45,101.2,0.861
23/3/2019 5:57:00,-2.037,19.48,101.3,0.728
23/3/2019 6:00:00,-1.974,20.13,101.9,0.238
23/3/2019 6:03:00,-1.253,19.55,101.3,0.521
23/3/2019 6:06:00,-0.806,19.57,101.3,0.222
23/3/2019 6:09:00,-0.839,19.3,101.4,0.507
23/3/2019 6:12:00,-1.202,19.38,101.3,0.086
23/3/2019 6:15:00,-1.394,19.53,101.3,0.497
23/3/2019 6:18:00,-1.542,19.5,101.3,0.136
23/3/2019 6:21:00,-1.586,19.44,101.3,0.775
23/3/2019 6:24:00,-1.523,19.36,101.3,0.415
23/3/2019 6:27:00,-1.582,19.17,101.3,0.085
23/3/2019 6:30:00,-1.893,19.4,101.2,0.343
23/3/2019 6:33:00,-2.166,19.43,101.3,0.528
23/3/2019 6:36:00,-1.974,19.34,101.3,0.736
23/3/2019 6:39:00,-1.974,19.38,101.3,0.949
23/3/2019 6:42:00,-1.989,19.46,101.3,0.647
23/3/2019 6:45:00,-2.07,19.5,101.4,0.603
23/3/2019 6:48:00,-2.081,21.94,103.7,0.859
23/3/2019 6:51:00,-1.764,20,101.9,0.58
23/3/2019 6:54:00,-1.734,19.25,101.3,0.678
23/3/2019 6:57:00,-1.889,19.41,101.3,0.587
23/3/2019 7:00:00,-2.004,19.53,101.3,0.295
23/3/2019 7:03:00,-2.048,19.57,101.3,0.335
23/3/2019 7:06:00,-2.166,19.59,101.3,0.078
23/3/2019 7:09:00,-2.008,19.6,101.3,0.054
23/3/2019 7:12:00,-1.582,19.51,101.3,0.207
23/3/2019 7:15:00,-1.457,19.59,101.3,0.053
23/3/2019 7:18:00,-1.52,19.42,101.3,0
23/3/2019 7:21:00,-1.653,19.44,101.3,0
23/3/2019 7:24:00,-1.593,19.35,101.3,0
23/3/2019 7:27:00,-1.608,19.57,101.5,0.387
23/3/2019 7:30:00,-1.597,19.36,101.3,0.762
23/3/2019 7:33:00,-1.579,19.33,101.3,1.253
23/3/2019 7:36:00,-1.619,19.36,101.3,1.144
23/3/2019 7:39:00,-1.608,19.39,101.3,0.809
23/3/2019 7:42:00,-1.653,19.5,101.3,0.719
23/3/2019 7:45:00,-1.619,19.44,101.3,1.71
23/3/2019 7:48:00,-1.597,19.47,101.3,1.652
23/3/2019 7:51:00,-1.597,19.39,101.3,0.186
23/3/2019 7:54:00,-1.597,19.5,101.3,0.077
23/3/2019 7:57:00,-1.616,19.48,101.2,0.925
23/3/2019 8:00:00,-1.553,19.39,101.3,1.025
23/3/2019 8:03:00,-1.531,19.35,101.3,0.948
23/3/2019 8:06:00,-1.342,19.39,101.3,0.736
23/3/2019 8:09:00,-1.564,19.37,101.2,0.489
23/3/2019 8:12:00,-1.63,21.24,103,0.354
23/3/2019 8:15:00,-1.834,20.1,102,0.178
23/3/2019 8:18:00,-1.823,19.55,101.3,1.014
23/3/2019 8:21:00,-1.897,19.39,101.3,1.455
23/3/2019 8:24:00,-1.93,19.57,101.4,1.2
23/3/2019 8:27:00,-1.963,19.71,101.4,1.053
23/3/2019 8:30:00,-1.959,19.65,101.4,0.877
23/3/2019 8:33:00,-1.989,19.67,101.4,0.788
23/3/2019 8:36:00,-1.971,19.64,101.4,0.181
23/3/2019 8:39:00,-1.996,19.76,101.5,0.088
23/3/2019 8:42:00,-1.989,19.64,101.3,0
23/3/2019 8:45:00,-2.048,19.69,101.3,0
23/3/2019 8:48:00,-2.185,19.67,101.3,0
23/3/2019 8:51:00,-2.207,20.04,101.6,0.294
23/3/2019 8:54:00,-2.189,19.77,101.3,0.815
23/3/2019 8:57:00,-2.093,19.74,101.3,0.718
23/3/2019 9:00:00,-2.022,19.71,101.3,0.749
23/3/2019 9:03:00,-1.678,19.74,101.3,0.114
23/3/2019 9:06:00,-1.516,19.71,101.3,0
23/3/2019 9:09:00,-1.087,19.72,101.2,0
23/3/2019 9:12:00,-0.359,19.75,101.3,0
23/3/2019 9:15:00,0.558,19.8,101.4,0.002
23/3/2019 9:18:00,1.656,19.66,101.2,0.208
23/3/2019 9:21:00,3.046,19.56,101.3,0
23/3/2019 9:24:00,4.629,19.64,101.3,0
23/3/2019 9:27:00,6.544,19.66,101.3,0
23/3/2019 9:30:00,10.57,19.7,101.3,0.621
23/3/2019 9:33:00,18.69,19.57,101.3,0.88
23/3/2019 9:36:00,30.32,19.67,101.4,0.172
23/3/2019 9:39:00,35.1,19.72,101.4,0
23/3/2019 9:42:00,30.23,19.73,101.3,0
23/3/2019 9:45:00,28.76,19.74,101.3,0.018
23/3/2019 9:48:00,28.87,19.89,101.4,0.302
23/3/2019 9:51:00,28.31,19.79,101.3,0.018
23/3/2019 9:54:00,30.03,19.89,101.3,0
23/3/2019 9:57:00,31.91,19.99,101.5,0
23/3/2019 10:00:00,33.63,20.13,101,0.002
23/3/2019 10:03:00,36.86,21.04,100.8,0.015
23/3/2019 10:06:00,39.74,21.07,99.3,0.24
23/3/2019 10:09:00,40.28,20.91,99,0
23/3/2019 10:12:00,61.22,20.08,98.7,0
23/3/2019 10:15:00,162.5,20.84,99.9,0
23/3/2019 10:18:00,171,20.81,99.5,0.563
23/3/2019 10:21:00,179.4,20.07,97.9,0.211
23/3/2019 10:24:00,188.7,21.14,95.8,0
23/3/2019 10:27:00,199.7,20.88,93.3,0
23/3/2019 10:30:00,214.9,21.4,91.3,0
23/3/2019 10:33:00,232.1,21.6,89.8,0
23/3/2019 10:36:00,246.8,22.93,89.5,0.225
23/3/2019 10:39:00,259.1,21.98,88.7,0.279
23/3/2019 10:42:00,267.9,22.16,88.2,0.66
23/3/2019 10:45:00,277.4,22.34,87,0.377
23/3/2019 10:48:00,290,22.16,88.3,0.498
23/3/2019 10:51:00,301.3,22.35,88.1,0.81
23/3/2019 10:54:00,314.4,22.56,83.8,0.496
23/3/2019 10:57:00,325.5,22.71,84.1,0.029
23/3/2019 11:00:00,337.1,22.97,83.2,1.307
23/3/2019 11:03:00,349.3,23.01,81.4,1.306
23/3/2019 11:06:00,361.4,23.24,82.3,0.534
23/3/2019 11:09:00,373.3,23.26,82.5,1.523
23/3/2019 11:12:00,385,23.29,81.8,1.179
23/3/2019 11:15:00,397,23.31,84.9,1.005
23/3/2019 11:18:00,409.1,23.34,82.1,1.951
23/3/2019 11:21:00,421.2,23.44,78.28,2.129
23/3/2019 11:24:00,432.4,23.55,78.32,2.631
23/3/2019 11:27:00,444.6,23.21,76.66,1.999
23/3/2019 11:30:00,456.1,23.28,77.26,2.837
23/3/2019 11:33:00,466.4,23.12,77.9,2.357
23/3/2019 11:36:00,477.9,24.34,76.89,3.572
23/3/2019 11:39:00,488.3,24.3,75.71,2.506
23/3/2019 11:42:00,500,24.59,75.04,1.997
23/3/2019 11:45:00,511.2,24.55,75.51,2.618
23/3/2019 11:48:00,521.6,24.57,74.36,2.709
23/3/2019 11:51:00,532.6,24.53,74.31,2.265
23/3/2019 11:54:00,542.7,24.81,75.13,2.148
23/3/2019 11:57:00,553.6,24.92,73.87,2.404
23/3/2019 12:00:00,564.1,24.9,73.92,2.039
23/3/2019 12:03:00,575.3,25.01,72.42,3.255
23/3/2019 12:06:00,585.4,24.94,71.82,2.518
23/3/2019 12:09:00,594.9,25.17,71.4,3.406
23/3/2019 12:12:00,605.3,25.22,71.47,1.082
23/3/2019 12:15:00,615.6,25.29,70.79,2.496
23/3/2019 12:18:00,625.1,24.84,74.66,2.357
23/3/2019 12:21:00,634.6,25.31,71.75,2.694
23/3/2019 12:24:00,644.3,25.4,70.73,3.359
23/3/2019 12:27:00,653.4,25.41,71.66,2.166
23/3/2019 12:30:00,662.7,25.53,69.77,1.845
23/3/2019 12:33:00,672,26.01,69.13,1.583
23/3/2019 12:36:00,680.9,26.19,69.9,1.598
23/3/2019 12:39:00,689,26.68,68.49,1.805
23/3/2019 12:42:00,698.5,26.6,69.65,2.309
23/3/2019 12:45:00,708.1,26.14,70.91,4.346
23/3/2019 12:48:00,718.9,26.06,66.43,2.798
23/3/2019 12:51:00,725.8,26.13,67.45,3.498
23/3/2019 12:54:00,735.1,26.26,67.53,4.238
23/3/2019 12:57:00,743.7,26.28,65.76,2.122
23/3/2019 13:00:00,751.4,26.34,65.76,3.174
23/3/2019 13:03:00,759.1,26.45,64.76,3.219
23/3/2019 13:06:00,764.5,26.59,65.37,0.288
23/3/2019 13:09:00,771,26.72,62.99,1.705
23/3/2019 13:12:00,779.6,27.25,63.16,2.114
23/3/2019 13:15:00,786.6,27.08,63.81,3.609
23/3/2019 13:18:00,794,26.76,62.01,0.269
23/3/2019 13:21:00,800,27.15,62.82,1.222
23/3/2019 13:24:00,806,27.12,63.77,2.768
23/3/2019 13:27:00,812,26.48,65.85,0.917
23/3/2019 13:30:00,817,27.74,58.87,0.524
23/3/2019 13:33:00,824,27.65,63.03,0.747
23/3/2019 13:36:00,830,27.93,61.86,3.159
23/3/2019 13:39:00,835,27.99,61.8,2.508
23/3/2019 13:42:00,841,27.97,62.98,2.229
23/3/2019 13:45:00,849,27.93,62.91,2.873
23/3/2019 13:48:00,854,27.77,62.22,3.263
23/3/2019 13:51:00,860,27.59,63.13,2.228
23/3/2019 13:54:00,866,27.49,62.76,3.046
23/3/2019 13:57:00,870,28.13,60.15,1.747
23/3/2019 14:00:00,874,28.07,60.17,2.393
23/3/2019 14:03:00,878,28.21,60.56,1.75
23/3/2019 14:06:00,887,28.15,60.87,2.663
23/3/2019 14:09:00,905,27.7,62.3,3.004
23/3/2019 14:12:00,898,27.92,61.09,3.18
23/3/2019 14:15:00,782.8,27.36,61.39,4.17
23/3/2019 14:18:00,918,27.21,61.09,4.305
23/3/2019 14:21:00,912,26.86,58.66,3.809
23/3/2019 14:24:00,912,26.91,58.2,3.465
23/3/2019 14:27:00,918,26.7,58.23,4.108
23/3/2019 14:30:00,921,26.78,57.41,3.446
23/3/2019 14:33:00,928,26.79,59.18,3.2
23/3/2019 14:36:00,929,27.27,56.86,2.641
23/3/2019 14:39:00,946,27.6,55.53,3.235
23/3/2019 14:42:00,972,27.45,56.58,2.68
23/3/2019 14:45:00,1026,27.51,57.08,1.775
23/3/2019 14:48:00,651.3,26.99,57.85,2.509
23/3/2019 14:51:00,1002,26.9,58.96,4.413
23/3/2019 14:54:00,947,26.74,59.14,3.803
23/3/2019 14:57:00,1010,27.11,59.39,1.916
23/3/2019 15:00:00,1032,27.63,54.68,2.123
23/3/2019 15:03:00,1023,27.34,55.56,0.33
23/3/2019 15:06:00,1006,27.84,55.42,1.022
23/3/2019 15:09:00,981,27.32,58.17,1.281
23/3/2019 15:12:00,973,26.9,59.83,3.245
23/3/2019 15:15:00,957,26.78,60.03,1.656
23/3/2019 15:18:00,964,27.32,58.56,0.619
23/3/2019 15:21:00,975,27,60.41,2.176
23/3/2019 15:24:00,990,27.4,56.02,1.527
23/3/2019 15:27:00,1001,26.97,59.67,1.696
23/3/2019 15:30:00,1034,27.83,57.55,1.673
23/3/2019 15:33:00,1121,27.53,58.26,1.522
23/3/2019 15:36:00,1193,27.83,57.23,2.091
23/3/2019 15:39:00,471.4,26.69,62.12,3.567
23/3/2019 15:42:00,272.7,26.47,64.28,2.648
23/3/2019 15:45:00,228.3,26.35,63.42,2.537
23/3/2019 15:48:00,194.5,26.34,58.87,2.756
23/3/2019 15:51:00,194,26.05,59.5,4.16
23/3/2019 15:54:00,223.4,25.73,60.94,4.777
23/3/2019 15:57:00,272.3,25.6,61.21,3.518
23/3/2019 16:00:00,316.4,25.53,59.3,5.33
23/3/2019 16:03:00,360,25.47,61.64,5.304
23/3/2019 16:06:00,437.8,25.57,62.46,3.372
23/3/2019 16:09:00,496.4,25.57,61.98,3.466
23/3/2019 16:12:00,449.4,25.95,62.92,4.277
23/3/2019 16:15:00,855,25.61,63.94,3.289
23/3/2019 16:18:00,698.8,25.86,63.18,4.156
23/3/2019 16:21:00,489.1,25.98,62.87,2.573
23/3/2019 16:24:00,1048,26.18,64.02,4.234
23/3/2019 16:27:00,592.1,25.98,61.3,4.758
23/3/2019 16:30:00,942,26.03,61.29,3.613
23/3/2019 16:33:00,993,26.08,62.45,2.043
23/3/2019 16:36:00,946,26.34,61.6,2.916
23/3/2019 16:39:00,967,26.21,61.51,3.644
23/3/2019 16:42:00,954,26.28,61.95,4.684
23/3/2019 16:45:00,901,26.13,63.75,4.288
23/3/2019 16:48:00,876,26.26,63.53,4.221
23/3/2019 16:51:00,861,26.03,64.73,2.828
23/3/2019 16:54:00,852,26.24,64.01,4.607
23/3/2019 16:57:00,846,26.16,63.83,2.655
23/3/2019 17:00:00,842,26.24,64.09,3.963
23/3/2019 17:03:00,835,26.54,64.1,3.033
23/3/2019 17:06:00,829,26.33,64.15,3.581
23/3/2019 17:09:00,825,26.08,65.3,5.243
23/3/2019 17:12:00,818,25.89,65.98,5.182
23/3/2019 17:15:00,811,25.88,64.73,3.618
23/3/2019 17:18:00,802,25.62,64.64,5.129
23/3/2019 17:21:00,796.4,25.6,65.14,5.559
23/3/2019 17:24:00,791.4,25.52,64.76,4.767
23/3/2019 17:27:00,783,25.79,63.75,4.875
23/3/2019 17:30:00,775.7,25.69,66.29,3.761
23/3/2019 17:33:00,767.1,25.61,66.4,5.255
23/3/2019 17:36:00,758.9,25.65,66.51,4.977
23/3/2019 17:39:00,753.1,25.45,66.04,5.061
23/3/2019 17:42:00,741,25.57,68.39,5.344
23/3/2019 17:45:00,732,25.79,68.08,4.05
23/3/2019 17:48:00,722.3,25.93,67.85,2.337
23/3/2019 17:51:00,716.2,26.17,67.19,3.683
23/3/2019 17:54:00,708.4,25.64,70.04,4.262
23/3/2019 17:57:00,697.6,25.61,68.71,4.827
23/3/2019 18:00:00,695.5,25.56,67.87,4.745
23/3/2019 18:03:00,682.8,25.62,67.84,3.59
23/3/2019 18:06:00,674.1,25.55,69.98,5.482
23/3/2019 18:09:00,666.1,25.46,70.51,4.444
23/3/2019 18:12:00,579.6,25.38,68.68,4.825
23/3/2019 18:15:00,658.3,25.5,69.37,3.116
23/3/2019 18:18:00,640.1,26,68.81,3.729
23/3/2019 18:21:00,631.3,25.6,69.8,4.877
23/3/2019 18:24:00,617.3,25.4,69.98,4.345
23/3/2019 18:27:00,603.4,25.7,68.93,3.579
23/3/2019 18:30:00,593.4,25.75,69.88,4.493
23/3/2019 18:33:00,584.6,25.51,71.2,3.17
23/3/2019 18:36:00,579.4,25.58,71.36,4.922
23/3/2019 18:39:00,575.8,25.52,70.58,2.022
23/3/2019 18:42:00,572.1,25.78,70.26,3.016
23/3/2019 18:45:00,552.6,25.58,70.37,1.603
23/3/2019 18:48:00,546.2,25.74,71.53,4.464
23/3/2019 18:51:00,530.4,25.54,71.14,3.955
23/3/2019 18:54:00,518.6,25.66,71.4,2.747
23/3/2019 18:57:00,508.9,25.84,70.54,1.97
23/3/2019 19:00:00,494.6,25.61,71.91,3.779
23/3/2019 19:03:00,504,25.63,71.57,3.633
23/3/2019 19:06:00,492.3,25.63,72.3,3.558
23/3/2019 19:09:00,355.3,25.66,72.47,3.41
23/3/2019 19:12:00,462.6,25.66,72.1,2.849
23/3/2019 19:15:00,458.8,25.54,72.73,3.601
23/3/2019 19:18:00,446.6,25.51,73.03,3.487
23/3/2019 19:21:00,429.8,25.32,72.67,6.342
23/3/2019 19:24:00,411.1,25.17,72.96,2.648
23/3/2019 19:27:00,397.3,25.21,72.61,4.761
23/3/2019 19:30:00,380.2,25.17,71.69,3.881
23/3/2019 19:33:00,372,25.15,72.77,3.851
23/3/2019 19:36:00,353,25.27,73.22,4.18
23/3/2019 19:39:00,342.1,25.94,74.14,2.7
23/3/2019 19:42:00,330.5,25.89,73.35,3.566
23/3/2019 19:45:00,317.2,25.63,74.66,4.3
23/3/2019 19:48:00,215.8,25.68,74.44,6.015
23/3/2019 19:51:00,295.6,25.56,74.96,3.806
23/3/2019 19:54:00,291,25.08,74.34,3.752
23/3/2019 19:57:00,269.6,24.93,74.96,1.972
23/3/2019 20:00:00,184.1,24.91,75.04,3.285
23/3/2019 20:03:00,172.3,24.83,74.87,3.307
23/3/2019 20:06:00,235,24.87,74.5,1.775
23/3/2019 20:09:00,236.6,24.64,74.42,3.72
23/3/2019 20:12:00,211.8,24.78,73.95,1.642
23/3/2019 20:15:00,195.9,24.72,74.45,4.727
23/3/2019 20:18:00,201.5,24.59,73.69,2.438
23/3/2019 20:21:00,179.3,24.57,74.14,1.563
23/3/2019 20:24:00,157.3,24.82,74.23,2.162
23/3/2019 20:27:00,150.6,24.85,75.12,2.249
23/3/2019 20:30:00,148.8,24.54,75.03,2.034
23/3/2019 20:33:00,137.1,24.38,75.46,2.384
23/3/2019 20:36:00,124.1,24.56,75.55,2.735
23/3/2019 20:39:00,62.71,24.52,75.49,1.95
23/3/2019 20:42:00,54.54,24.32,75.21,3.288
23/3/2019 20:45:00,87,24.56,75.31,1.691
23/3/2019 20:48:00,70.21,24.56,75.43,1.767
23/3/2019 20:51:00,63.66,24.46,75.53,2.082
23/3/2019 20:54:00,42.82,24.34,76.12,1.486
23/3/2019 20:57:00,24.23,24.35,76.01,2.724
23/3/2019 21:00:00,20.56,24.3,75.69,2.624
23/3/2019 21:03:00,20.87,24.39,75.38,1.756
23/3/2019 21:06:00,18.66,24.17,75.27,2.376
23/3/2019 21:09:00,11.82,24.17,76.1,2.709
23/3/2019 21:12:00,8.77,23.96,75.54,0.742
23/3/2019 21:15:00,6.366,23.99,75.8,2.26
23/3/2019 21:18:00,4.698,23.93,75.88,1.236
23/3/2019 21:21:00,2.802,23.94,75.25,1.647
23/3/2019 21:24:00,1.342,23.91,74.96,2.761
23/3/2019 21:27:00,0.307,23.96,74.92,2.224
23/3/2019 21:30:00,-0.484,24,73.59,0.957
23/3/2019 21:33:00,-1.216,23.99,74.31,1.063
23/3/2019 21:36:00,-1.564,23.88,74.92,0.173
23/3/2019 21:39:00,-1.793,23.74,75.54,1.354
23/3/2019 21:42:00,-2.007,23.94,76.16,1.013
23/3/2019 21:45:00,-2.144,23.86,75.36,0.907
23/3/2019 21:48:00,-2.018,23.87,74.83,0.582
23/3/2019 21:51:00,-2.214,23.88,75.68,0.223
23/3/2019 21:54:00,-2.218,23.82,75.27,0
23/3/2019 21:57:00,-2.351,23.61,75.44,0.599
23/3/2019 22:00:00,-2.203,23.7,75.49,0.106
23/3/2019 22:03:00,-2.384,23.87,75.12,0.367
23/3/2019 22:06:00,-2.255,23.84,75.64,0
23/3/2019 22:09:00,-2.248,23.9,75.74,0.007
23/3/2019 22:12:00,-2.185,23.72,76.24,1.157
